"initial_alias","converted_alias","name","description","namespace"
"CYB5R3","ENSG00000100243","CYB5R3","cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARFGAP3","ENSG00000242247","ARFGAP3","ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PACSIN2","ENSG00000100266","PACSIN2","protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL1","ENSG00000100271","TTLL1","TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BIK","ENSG00000100290","BIK","BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCAT","ENSG00000100294","MCAT","malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPO","ENSG00000100300","TSPO","translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL12","ENSG00000100304","TTLL12","tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMM50","ENSG00000100347","SAMM50","SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARVG","ENSG00000138964","PARVG","parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR5","ENSG00000186654","PRR5","proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM29666","None","None","None",""
"NUP50","ENSG00000093000","NUP50","nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"5031439G07RIK","None","None","None",""
"FAM118A","ENSG00000100376","FAM118A","family with sequence similarity 118 member A [Source:HGNC Symbol;Acc:HGNC:1313]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATXN10","ENSG00000130638","ATXN10","ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDPF1","ENSG00000205643","CDPF1","cysteine rich DPF motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33710]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC38","ENSG00000075234","TTC38","tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTSE1","ENSG00000075218","GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TRMU","ENSG00000100416","TRMU","tRNA mitochondrial 2-thiouridylase [Source:HGNC Symbol;Acc:HGNC:25481]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CELSR1","ENSG00000075275","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRAMD4","ENSG00000075240","GRAMD4","GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CERK","ENSG00000100422","CERK","ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D22A","ENSG00000054611","TBC1D22A","TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD1","ENSG00000100425","BRD1","bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBED4","ENSG00000100426","ZBED4","zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALG12","ENSG00000182858","ALG12","ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRELD2","ENSG00000184164","CRELD2","cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIM3","ENSG00000198355","PIM3","Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRABD","ENSG00000170638","TRABD","TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELENOO","ENSG00000073169","SELENOO","selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBGCP6","ENSG00000128159","TUBGCP6","tubulin gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDAC10","ENSG00000100429","HDAC10","histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK11","ENSG00000185386","MAPK11","mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:HGNC:6873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND6B","ENSG00000205593","DENND6B","DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SBF1","ENSG00000100241","SBF1","SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMF2","ENSG00000100258","LMF2","lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPH2","ENSG00000025770","NCAPH2","non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCO2","ENSG00000284194","SCO2","synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHKB","ENSG00000100288","CHKB","choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C730034F03RIK","None","None","None",""
"ARSA","ENSG00000100299","ARSA","arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RABL2","None","None","None",""
"DEAF1-1","None","None","None",""
"GXYLT1","ENSG00000151233","GXYLT1","glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YAF2","ENSG00000015153","YAF2","YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCRB1","ENSG00000139168","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPHLN1","ENSG00000134283","PPHLN1","periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUS7L","ENSG00000129317","PUS7L","pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRAK4","ENSG00000198001","IRAK4","interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TWF1","ENSG00000151239","TWF1","twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANO6","ENSG00000177119","ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2610037D02RIK","None","None","None",""
"ARID2","ENSG00000189079","ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCAF11","ENSG00000139218","SCAF11","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC38A1","ENSG00000111371","SLC38A1","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC38A2","ENSG00000134294","SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCED1B","ENSG00000179715","PCED1B","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPAP3","ENSG00000005175","RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC48A1","ENSG00000211584","SLC48A1","solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDAC7","ENSG00000061273","HDAC7","histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM106C","ENSG00000134291","TMEM106C","transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SENP1","ENSG00000079387","SENP1","SUMO specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFKM","ENSG00000152556","PFKM","phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB8","ENSG00000177981","ASB8","ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KANSL2","ENSG00000139620","KANSL2","KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNT1","ENSG00000129315","CCNT1","cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"9330020H09RIK","None","None","None",""
"DDX23","ENSG00000174243","DDX23","DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP11","ENSG00000134285","FKBP11","FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARF3","ENSG00000134287","ARF3","ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKAG1","ENSG00000181929","PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KMT2D","ENSG00000167548","KMT2D","lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHEBL1","ENSG00000167550","RHEBL1","RHEB like 1 [Source:HGNC Symbol;Acc:HGNC:21166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMBR1L","ENSG00000139636","LMBR1L","limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBA1B","ENSG00000123416","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBA1A","ENSG00000167552","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM8973","None","None","None",""
"TUBA1C","ENSG00000167553","TUBA1C","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TROAP","ENSG00000135451","TROAP","trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATS2","ENSG00000123352","SPATS2","spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCRS1","ENSG00000187778","MCRS1","microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FMNL3","ENSG00000161791","FMNL3","formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMBIM6","ENSG00000139644","TMBIM6","transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCKAP5L","ENSG00000167566","NCKAP5L","NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCDIN3D","ENSG00000186666","BCDIN3D","BCDIN3 domain containing RNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:27050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RACGAP1","ENSG00000161800","RACGAP1","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCD1","ENSG00000066117","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX14","ENSG00000178449","COX14","cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CERS5","ENSG00000139624","CERS5","ceramide synthase 5 [Source:HGNC Symbol;Acc:HGNC:23749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LARP4","ENSG00000161813","LARP4","La ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:24320]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIP2B","ENSG00000066084","DIP2B","disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF1","ENSG00000123268","ATF1","activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL7A1","None","None","None",""
"SLC11A2","ENSG00000110911","SLC11A2","solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LETMD1","ENSG00000050426","LETMD1","LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POU6F1","ENSG00000184271","POU6F1","POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C330013E15RIK","None","None","None",""
"DAZAP2","ENSG00000183283","DAZAP2","DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BIN2","ENSG00000110934","BIN2","bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CELA1","ENSG00000139610","CELA1","chymotrypsin like elastase 1 [Source:HGNC Symbol;Acc:HGNC:3308]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALNT6","ENSG00000139629","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC4A8","ENSG00000050438","SLC4A8","solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRASP","None","None","None",""
"NR4A1","ENSG00000123358","NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG101","ENSG00000123395","ATG101","autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT83","ENSG00000170523","KRT83","keratin 83 [Source:HGNC Symbol;Acc:HGNC:6460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4B","ENSG00000063046","EIF4B","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPRYD3","ENSG00000167778","SPRYD3","SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGFBP6","ENSG00000167779","IGFBP6","insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOAT2","ENSG00000167780","SOAT2","sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSAD","ENSG00000139631","CSAD","cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP740","None","None","None",""
"ITGB7","ENSG00000139626","ITGB7","integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RARG","ENSG00000172819","RARG","retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFSD5","ENSG00000182544","MFSD5","major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESPL1","ENSG00000135476","ESPL1","extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFDN5","ENSG00000123349","PFDN5","prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYG1","ENSG00000139637","MYG1","MYG1 exonuclease [Source:HGNC Symbol;Acc:HGNC:17590]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AAAS","ENSG00000094914","AAAS","aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SP1","ENSG00000185591","SP1","Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM26518","None","None","None",""
"PRR13","ENSG00000205352","PRR13","proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCBP2","ENSG00000197111","PCBP2","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP3K12","ENSG00000139625","MAP3K12","mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TARBP2","ENSG00000139546","TARBP2","TARBP2 subunit of RISC loading complex [Source:HGNC Symbol;Acc:HGNC:11569]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF7","ENSG00000170653","ATF7","activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5G2","None","None","None",""
"CALCOCO1","ENSG00000012822","CALCOCO1","calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMUG1","ENSG00000123415","SMUG1","single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBX5","ENSG00000094916","CBX5","chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPA1","ENSG00000135486","HNRNPA1","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPZ1","ENSG00000111481","COPZ1","COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCKAP1L","ENSG00000123338","NCKAP1L","NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP263","None","None","None",""
"ZFP597","None","None","None",""
"NAA60","ENSG00000122390","NAA60","N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1700037C18RIK","None","None","None",""
"CLUAP1","ENSG00000103351","CLUAP1","clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NLRC3","ENSG00000167984","NLRC3","NLR family CARD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLX4","ENSG00000188827","SLX4","SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAP1","ENSG00000126602","TRAP1","TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREBBP","ENSG00000005339","CREBBP","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFAP4","ENSG00000090447","TFAP4","transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAM16","ENSG00000217930","PAM16","presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CORO7","ENSG00000262246","CORO7","coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJA3","ENSG00000103423","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NMRAL1","ENSG00000153406","NMRAL1","NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMOX2","ENSG00000103415","HMOX2","heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDIP1","ENSG00000089486","CDIP1","cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBALD1","ENSG00000153443","UBALD1","UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGRN1","ENSG00000102858","MGRN1","mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
